no,profile_id,profile_name,profile_link,profile_affiliations,profile_email,profile_interests,first_publication_year,total_number_publications,profile_cited_by_count,h_index,i10_index,number_publications_percentile,number_publications_rank,citation_count_percentile,citation_count_rank,hindex_percentile,hindex_rank
7197,2exSIuMAAAAJ,Ifiokakaninyene Ekpo AKANINYENE,https://scholar.google.com/citations?hl=en&user=2exSIuMAAAAJ,"Helix Biogen Institute, Ogbomoso; Medical Microbiology and Parasitology, College of Health …",Verified email at student.lautech.edu.ng,"c(""Bioinformatics"", ""Epidemiology"", ""Genomic"", ""Data Science"", ""Toxicology."")",2021,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7198,76k_DOYAAAAJ,Sahar Abedzadeh,https://scholar.google.com/citations?hl=en&user=76k_DOYAAAAJ,Ph.D. Candidate at Western Michigan University,Verified email at wmich.edu,"c(""AI Safety"", ""Data Science"", ""Adversarial Machine Learning"", ""Adversarial Robustness"")",2022,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7199,M9SFCAsAAAAJ,Dr. Ankit Kumar Dubey,https://scholar.google.com/citations?hl=en&user=M9SFCAsAAAAJ,"Assistant Professor Computer Application, St Aloysius college jabalpur",Verified email at staloysiuscollege.ac.in,"c(""Data science"", ""CPS"")",2021,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7200,D3g0neUAAAAJ,Solomon Amsalu Denekew,https://scholar.google.com/citations?hl=en&user=D3g0neUAAAAJ,"Assistant Professor, Wolkite University",Verified email at wku.edu.et,"c(""Mathematical Modeling"", ""Software Engineering"", ""Differential Equations"", ""Machine Learning"", ""Data Science"")",2019,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7201,OwDeaWoAAAAJ,Lasantha Abeysiri,https://scholar.google.com/citations?hl=en&user=OwDeaWoAAAAJ,Sri Lanka Institute of Information Technology,Verified email at sliit.lk,"c(""Data Science"", ""UX"", ""Productivity Improvement"")",2017,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7202,70P7M8QAAAAJ,kittipong klinjan,https://scholar.google.com/citations?hl=en&user=70P7M8QAAAAJ,Rajamangala University of Technology Thanyaburi,Verified email at rmutt.ac.th,"c(""Data Science"", ""Information Technology"", ""Time Series Analysis and Statistical"")",2017,6,6,2,0,70.14,Top 30%,42.67,Top 57%,70.49,Top 30%
7203,Fbj_uxcAAAAJ,Maksym Kryvych,https://scholar.google.com/citations?hl=en&user=Fbj_uxcAAAAJ,"Department of Information Systems and Technologies Security, VN Karazin Kharkiv National",Verified email at karazin.ua,"c(""Cryptography"", ""Cybersecurity"", ""Data Science"", ""Computer Networks"", ""Blockchain"")",2017,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7204,QUN4lmUAAAAJ,Liron Ben Kimon,https://scholar.google.com/citations?hl=en&user=QUN4lmUAAAAJ,"M.Sc, Information System Engineering",Verified email at post.bgu.ac.il,"c(""Data Science"", ""Machine Learning"", ""Cyber Security"")",2017,2,6,2,0,38.05,Top 62%,42.67,Top 57%,70.49,Top 30%
7205,v_LA6sUAAAAJ,Yustian Servanda,https://scholar.google.com/citations?hl=en&user=v_LA6sUAAAAJ,Universitas Mulia,Verified email at universitasmulia.ac.id,"c(""Sistem Informasi"", ""Sistem Pendukung Keputusan"", ""Teknologi Informasi"", ""Data Science"")",2017,6,6,2,0,70.14,Top 30%,42.67,Top 57%,70.49,Top 30%
7206,0UleITYAAAAJ,Shaunak Bangale,https://scholar.google.com/citations?hl=en&user=0UleITYAAAAJ,Data Scientist,Verified email at asu.edu,"c(""Data Science"", ""data engineering"")",2017,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7207,rCVP_FAAAAAJ,Junghwan Lee,https://scholar.google.com/citations?hl=en&user=rCVP_FAAAAAJ,Google,Verified email at google.com,"c(""Software Engineering"", ""Data Science"", ""Simulation"")",2018,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7208,oBQq_V4AAAAJ,Adi Muhamad Muhsidi,https://scholar.google.com/citations?hl=en&user=oBQq_V4AAAAJ,Sekolah Tinggil Ilmu Komputer Poltek Cirebon,Verified email at stikompoltek.ac.id,"c(""Software Development"", ""Artificial Intelligence"", ""Mobile Computing"", ""Computer Networking"", ""Data Science"")",2021,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7209,9WKnbyoAAAAJ,Shanika Ediriweera,https://scholar.google.com/citations?hl=en&user=9WKnbyoAAAAJ,"Software Engineer, SyscoLABS",Verified email at cse.mrt.ac.lk,"c(""NLP"", ""Machine Learning"", ""Data Science"")",2017,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7210,ykILnTUAAAAJ,David Villanueva,https://scholar.google.com/citations?hl=en&user=ykILnTUAAAAJ,"Profesor de Ingeniería, Universidad de Medellín",Verified email at udem.edu.co,"c(""Data Science"", ""Machine Learning"", ""Artificial Intelligence"", ""Big Data"")",2018,5,6,1,0,64.55,Top 35%,42.67,Top 57%,51.58,Top 48%
7211,0ulwrwEAAAAJ,Md. Nazmus Shakib Riad,https://scholar.google.com/citations?hl=en&user=0ulwrwEAAAAJ,"Lecturer, Green University of Bangladesh",Verified email at cse.green.edu.bd,"c(""Data Science"", ""Machine Learning"", ""Deep Learning"")",2021,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7212,wGPFv0QAAAAJ,Lucas Peres Gaspar,https://scholar.google.com/citations?hl=en&user=wGPFv0QAAAAJ,Master Student at Federal University of Cearpa,Verified email at lia.ufc.br,"c(""data science"", ""machine learning"", ""information retrieval"")",2017,7,6,1,0,74.25,Top 26%,42.67,Top 57%,51.58,Top 48%
7213,qn_xdp0AAAAJ,Sameh Abdelbadie,https://scholar.google.com/citations?hl=en&user=qn_xdp0AAAAJ,"Cairo University, EAH Jena University of Applied Science",Verified email at stud.eah-jena.de,"c(""System Design"", ""Software Engineering"", ""Data Science"")",2018,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7214,0cTH3M4AAAAJ,Rajesh Dorbala,https://scholar.google.com/citations?hl=en&user=0cTH3M4AAAAJ,Lovely Professional University,Verified email at lpu.co.in,"c(""EdTech"", ""Data Science"", ""Big Data"", ""Block Chain"", ""Digital Marketing"")",2018,6,6,2,0,70.14,Top 30%,42.67,Top 57%,70.49,Top 30%
7215,HOKpVFAAAAAJ,Ms. Melba Rosalind J.,https://scholar.google.com/citations?hl=en&user=HOKpVFAAAAAJ,Assistant Professor of Computer Science,Verified email at ldc.edu.in,"c(""Sentiment Analysis"", ""Machine learning"", ""Data Science"")",2018,7,6,1,0,74.25,Top 26%,42.67,Top 57%,51.58,Top 48%
7216,rj24N4AAAAAJ,Leul Aynekulu Tilahun,https://scholar.google.com/citations?hl=en&user=rj24N4AAAAAJ,"Department Head, Software Engineer, Researcher and Lecturer at Wollo University | KIOT",Verified email at std.neu.edu.tr,"c(""Software Engineering"", ""Data Science"", ""Computer Vision"", ""Image Processing"", ""Recommendation Systems"")",2020,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7217,VtY_RFYAAAAJ,Japman Kaur Dhaliwal,https://scholar.google.com/citations?hl=en&user=VtY_RFYAAAAJ,Thapar University,Verified email at thapar.edu,"c(""Data Science"", ""Networking"", ""Wireless Communications"", ""Cloud Computing"")",2018,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7218,CrRBZI4AAAAJ,Samiullah Shah,https://scholar.google.com/citations?hl=en&user=CrRBZI4AAAAJ,"Lecturer of Computer Science , SZABIST",Verified email at hyd.szabist.edu.pk,"c(""data science"", ""artificial intellegence"", ""quantum computing"", ""data structure"")",2017,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7219,CA2Uo9gAAAAJ,Ivan Zhuk,https://scholar.google.com/citations?hl=en&user=CA2Uo9gAAAAJ,Igor Sikorsky Kyiv Polytechnical Institute,Verified email at kpi.ua,"c(""applied mathematics"", ""math modelling"", ""data science"")",2018,6,6,2,0,70.14,Top 30%,42.67,Top 57%,70.49,Top 30%
7220,aVpbni4AAAAJ,Alma Vita Sophia,https://scholar.google.com/citations?hl=en&user=aVpbni4AAAAJ,PPNS,Verified email at ppns.ac.id,"c(""production planning"", ""waste treatment"", ""modelling"", ""data science"", ""machine learning"")",2018,23,6,1,0,96.31,Top 4%,42.67,Top 57%,51.58,Top 48%
7221,BZna_mkAAAAJ,Alexander E. Robles,https://scholar.google.com/citations?hl=en&user=BZna_mkAAAAJ,"PhD Student in Deep Learning and Data Science, University of Campinas",Verified email at dac.unicamp.br,"c(""Time Series Forecasting"", ""Deep Learning"", ""Data Science"", ""System Identification"", ""Evolutionary Algorithms"")",2017,5,6,2,0,64.55,Top 35%,42.67,Top 57%,70.49,Top 30%
7222,fuUIpKoAAAAJ,Nick van de Luijtgaarden,https://scholar.google.com/citations?hl=en&user=fuUIpKoAAAAJ,Utrecht University,Verified email at students.uu.nl,"c(""Blockchain Technology"", ""Artificial Intelligence"", ""Data Science"", ""Text Summarization"")",2017,2,6,2,0,38.05,Top 62%,42.67,Top 57%,70.49,Top 30%
7223,YjyCSrUAAAAJ,Wan Nazirul Hafeez Wan Safie,https://scholar.google.com/citations?hl=en&user=YjyCSrUAAAAJ,Universiti Teknologi Malaysia,,Data Science,2018,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7224,Fx9QYYMAAAAJ,Ajay Venkitaraman,https://scholar.google.com/citations?hl=en&user=Fx9QYYMAAAAJ,"Computer Science Graduate Student, University of Massachusetts Amherst",Verified email at umass.edu,"c(""Computer Science"", ""Machine Learning"", ""Data Science"")",2017,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7225,dSwO6p8AAAAJ,iman adeli,https://scholar.google.com/citations?hl=en&user=dSwO6p8AAAAJ,,,"c(""Data Science"", ""Numerical Algorithms"", ""Optimization"")",2018,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7226,fpIDX2EAAAAJ,Rameshbabu Maanyam,https://scholar.google.com/citations?hl=en&user=fpIDX2EAAAAJ,Georgia State University,Verified email at student.gsu.edu,"c(""Computer Science"", ""Statistics"", ""Data Science"", ""Machine Learning"", ""Deep Learning"")",2018,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7227,i8tb0twAAAAJ,Tahsin Masrur,https://scholar.google.com/citations?hl=en&user=i8tb0twAAAAJ,Google,Verified email at google.com,"c(""Bioinformatics"", ""Data Science"", ""Machine Learning"")",2019,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7228,T6ori2QAAAAJ,Yi Chen,https://scholar.google.com/citations?hl=en&user=T6ori2QAAAAJ,Teachers College Columbia University,Verified email at columbia.edu,"c(""Measurement & Evaluation"", ""Data Science"", ""Psychometrics"")",2019,5,6,2,0,64.55,Top 35%,42.67,Top 57%,70.49,Top 30%
7229,Tb1kMlYAAAAJ,Rutuja Shivraj Pawar,https://scholar.google.com/citations?hl=en&user=Tb1kMlYAAAAJ,Otto-von-Guericke University Magdeburg,Verified email at ovgu.de,"c(""Business Data Analytics"", ""Data Science"")",2019,9,6,1,0,81.16,Top 19%,42.67,Top 57%,51.58,Top 48%
7230,HuJWyHMAAAAJ,Mehedi Tajrian,https://scholar.google.com/citations?hl=en&user=HuJWyHMAAAAJ,Researcher in Computer Engineering,Verified email at csu.edu.au,"c(""Data Science"", ""Deep Learning"", ""Machine Learning"", ""Priority Scheduling Algorithm"", ""Network Security"")",2019,7,6,2,0,74.25,Top 26%,42.67,Top 57%,70.49,Top 30%
7231,KHpRAngAAAAJ,Djibril DIARRA,https://scholar.google.com/citations?hl=en&user=KHpRAngAAAAJ,"PhD in Computer Science at CIAD Lab, Laboratoire Connaissances et Intelligence …",Verified email at etu.u-bourgogne.fr,"c(""Ontology and Knowledge Management"", ""Artificial Intelligence"", ""Algorithm"", ""Semantic Web"", ""Data Science"")",2018,10,6,2,0,83.8,Top 16%,42.67,Top 57%,70.49,Top 30%
7232,SXTSi1wAAAAJ,Dr. Volkan Oban,https://scholar.google.com/citations?hl=en&user=SXTSi1wAAAAJ,,,"c(""Data Science"", ""Artificial Intelligence"", ""Data Visualization"", ""Applied Mathematics"")",2022,9,6,1,0,81.16,Top 19%,42.67,Top 57%,51.58,Top 48%
7233,02btsmIAAAAJ,Diana Alexandra Sánchez Andrade,https://scholar.google.com/citations?hl=en&user=02btsmIAAAAJ,Universidad de Guayaquil,Verified email at ug.edu.ec,"c(""Data Science"", ""Seguridad"", ""Data Mining"")",2019,3,6,1,0,49.22,Top 51%,42.67,Top 57%,51.58,Top 48%
7234,f7XNKLQAAAAJ,nasrin maarefi,https://scholar.google.com/citations?hl=en&user=f7XNKLQAAAAJ,,,"c(""Machine Learning"", ""Neuroscience"", ""Data Science"")",2018,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7235,KE5BwhoAAAAJ,Geetha Poornima K,https://scholar.google.com/citations?hl=en&user=KE5BwhoAAAAJ,"Assistant Professor, St Philomena College Puttur",Verified email at spcputtur.org,"c(""Data Science"", ""Big Data Analytics"")",2019,3,6,1,0,49.22,Top 51%,42.67,Top 57%,51.58,Top 48%
7236,K6oxNt0AAAAJ,Omer Kara,https://scholar.google.com/citations?hl=en&user=K6oxNt0AAAAJ,Eskisehir Osmangazi University,Verified email at ogu.edu.tr,"c(""Data Science"", ""Time Series Econometrics"", ""Spatial Econometrics"", ""Cryptoeconomics"")",2018,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7237,lrqyhxEAAAAJ,Kiran Raviprakash,https://scholar.google.com/citations?hl=en&user=lrqyhxEAAAAJ,Honeywell technology solutions | University of Alberta,Verified email at honeywell.com,"c(""Advanced process control"", ""Optimisation"", ""Product development"", ""Data science"", ""Machine learning"")",2018,5,6,1,0,64.55,Top 35%,42.67,Top 57%,51.58,Top 48%
7238,bOrUybgAAAAJ,Adam Albina,https://scholar.google.com/citations?hl=en&user=bOrUybgAAAAJ,Saint Anselm College,Verified email at anselm.edu,"c(""Decision Support Systems"", ""Data Analytics"", ""Decision Making"", ""Data Science"", ""Computer Science Education"")",2017,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7239,RI4QHoUAAAAJ,Deepshi Mediratta,https://scholar.google.com/citations?hl=en&user=RI4QHoUAAAAJ,University Of Ottawa,Verified email at uottawa.ca,"c(""Data Science"", ""Machine Learning"", ""Natural Language Processing"", ""Deep Learning"")",2019,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7240,gC02EHUAAAAJ,Dr Chandra Sekhar Sanaboina,https://scholar.google.com/citations?hl=en&user=gC02EHUAAAAJ,Jawaharlal Nehru Technological University Kakinada,Verified email at jntucek.ac.in,"c(""Internet of Things"", ""Machine Learning"", ""Wireless Sensor Networks"", ""Data Science"", ""Big Data"")",2018,25,6,2,0,97.08,Top 3%,42.67,Top 57%,70.49,Top 30%
7241,N4yMXEMAAAAJ,Armin Zirak,https://scholar.google.com/citations?hl=en&user=N4yMXEMAAAAJ,"Grad. M.Sc., Student, University of Calgary",Verified email at ucalgary.ca,"c(""Data Science"", ""Data Mining"", ""Machine Learning"")",2019,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7242,QjAnTs4AAAAJ,Alexandre Miot,https://scholar.google.com/citations?hl=en&user=QjAnTs4AAAAJ,Société Générale,Verified email at sgcib.com,"c(""mathematics"", ""data science"", ""artificial intelligence"")",2020,4,6,2,0,58.06,Top 42%,42.67,Top 57%,70.49,Top 30%
7243,S3w6d9AAAAAJ,Benjamin Merrel,https://scholar.google.com/citations?hl=en&user=S3w6d9AAAAAJ,"NASA, Langley Research Center",Verified email at nasa.gov,"c(""aerospace engineering"", ""space exploration"", ""advanced design methods"", ""data science"")",2018,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7244,BIhHxiAAAAAJ,Michael Berhane Asfaw,https://scholar.google.com/citations?hl=en&user=BIhHxiAAAAAJ,Masters of Engineering in Information and Communication Engineering,,"c(""Information Theory and Coding"", ""Quantum Cryptographny"", ""Cryptography"", ""Machine Learning"", ""Data Science"")",2019,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7245,YiNtHVwAAAAJ,Nishanthi Dasanayaka,https://scholar.google.com/citations?hl=en&user=YiNtHVwAAAAJ,,Verified email at qut.edu.au,"c(""Data Science"", ""V2X communications"")",2019,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7246,yC9cVhQAAAAJ,Abel Angel Sullon Macalupu,https://scholar.google.com/citations?hl=en&user=yC9cVhQAAAAJ,"Systems Engineer, Universidad Peruana Unión",Verified email at upeu.edu.pe,"c(""Data science"", ""computer vision"", ""artificial intelligence"")",2019,4,6,1,0,58.06,Top 42%,42.67,Top 57%,51.58,Top 48%
7247,aukrkoUAAAAJ,Shahab Mosallaie,https://scholar.google.com/citations?hl=en&user=aukrkoUAAAAJ,Concordia University,Verified email at mail.concordia.ca,"c(""Data Science"", ""Machine Learning"", ""Network Analysis"")",2021,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7248,xpy3mtgAAAAJ,Jadier Redondo Cotes,https://scholar.google.com/citations?hl=en&user=xpy3mtgAAAAJ,PhD. Universidade Federal do Rio Grande do Sul,,"c(""Neuroscience"", ""Memory"", ""Data Science"", ""Artificial Intelligence"")",2020,3,6,1,0,49.22,Top 51%,42.67,Top 57%,51.58,Top 48%
7249,lILFTlwAAAAJ,Bilal Hungund,https://scholar.google.com/citations?hl=en&user=lILFTlwAAAAJ,Data Scientist at Halliburton,Verified email at halliburton.com,"c(""Data Science"", ""Machine Learning"", ""Deep Learning"", ""Energy"")",2019,5,6,1,0,64.55,Top 35%,42.67,Top 57%,51.58,Top 48%
7250,K5ZaIcQAAAAJ,Simona Gradinaru,https://scholar.google.com/citations?hl=en&user=K5ZaIcQAAAAJ,"PhD Student, Bucharest University of Economic Studies",Verified email at csie.ase.ro,"c(""Efficiency analysis"", ""Non-parametric efficiency techniques"", ""Data mining"", ""Data science"")",2019,4,6,2,0,58.06,Top 42%,42.67,Top 57%,70.49,Top 30%
7251,FAIC2nMAAAAJ,Mustafa Ünver,https://scholar.google.com/citations?hl=en&user=FAIC2nMAAAAJ,Gebze Technical University,Verified email at gtu.edu.tr,"c(""Data Science"", ""Unsupervised Learning"", ""Natural Language Processing"", ""Fuzzy Sets and Systems"")",2019,8,6,1,0,78.01,Top 22%,42.67,Top 57%,51.58,Top 48%
7252,RVyIQboAAAAJ,Daniel Ayala Niño,https://scholar.google.com/citations?hl=en&user=RVyIQboAAAAJ,Colegio de Postgraduados,Verified email at colpos.mx,"c(""Machine Learning"", ""Data Science"")",2019,4,6,1,0,58.06,Top 42%,42.67,Top 57%,51.58,Top 48%
7253,OfY1HcAAAAAJ,Ahmet Fatih Dereli,https://scholar.google.com/citations?hl=en&user=OfY1HcAAAAAJ,"Department of Industrial Engineering, Marmara University",Verified email at marun.edu.tr,"c(""data analytics"", ""data science"")",2020,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7254,llAj8f8AAAAJ,Shashank Shekhar,https://scholar.google.com/citations?hl=en&user=llAj8f8AAAAJ,MS in Computer Engineering from New York University,Verified email at nyu.edu,"c(""Machine Learning"", ""Computer Vision"", ""Data Science"")",2020,5,6,1,0,64.55,Top 35%,42.67,Top 57%,51.58,Top 48%
7255,_7N1fsQAAAAJ,Emmanuel Chibuogu Asogwa,https://scholar.google.com/citations?hl=en&user=_7N1fsQAAAAJ,"Lecturer, Department of Computer Science, Nnamdi Azikiwe University, Awka",Verified email at unizik.edu.ng,"c(""Artificial Intelligence"", ""Bioinformatics"", ""Data Science"", ""Machine Learning"")",2020,17,6,1,0,93.33,Top 7%,42.67,Top 57%,51.58,Top 48%
7256,rR9PEZcp3XUC,Gaurav Shetty,https://scholar.google.com/citations?hl=en&user=rR9PEZcp3XUC,"Student, Mumbai University",Verified email at siesgst.ac.in,Data science,2019,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7257,8uPJg70AAAAJ,Nur Yulias,https://scholar.google.com/citations?hl=en&user=8uPJg70AAAAJ,Bani Akoy University,Verified email at stainurulhidayah.ac.id,"c(""Bidang Kepakaran"", ""Bidang Penelitian"", ""Data Science"", ""IT"")",2021,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
7258,zRMqr90AAAAJ,Carlos Orellana Fantoni,https://scholar.google.com/citations?hl=en&user=zRMqr90AAAAJ,"Research Assistant, Decanato de Investigación, ESPOL",Verified email at espol.edu.ec,"c(""Data Science"", ""NLP"", ""Scientometrics"", ""Bibliometrics"", ""Social Networks"")",2019,4,6,2,0,58.06,Top 42%,42.67,Top 57%,70.49,Top 30%
7259,UfxbTKIAAAAJ,Yash Malhan,https://scholar.google.com/citations?hl=en&user=UfxbTKIAAAAJ,Student,,"c(""Machine Learning"", ""Analytics"", ""Data Science"")",2020,2,6,2,0,38.05,Top 62%,42.67,Top 57%,70.49,Top 30%
7260,6_GghzcAAAAJ,Naeem Rehmat,https://scholar.google.com/citations?hl=en&user=6_GghzcAAAAJ,Research Assistant,Verified email at uic.edu,"c(""Data Analyst"", ""Data Science"", ""Machine Learning"", ""NLP"", ""Computer Vision"")",2019,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7261,KNyXLXUAAAAJ,Sudip Chakraborty,https://scholar.google.com/citations?hl=en&user=KNyXLXUAAAAJ,ADAMAS University,Verified email at adamasuniversity.ac.in,"c(""EDA"", ""Machine Learning"", ""Data Science"", ""Biofuels"", ""Aerodynamics"")",2020,5,6,1,0,64.55,Top 35%,42.67,Top 57%,51.58,Top 48%
7262,yrJTyHIAAAAJ,Sulyun Lee,https://scholar.google.com/citations?hl=en&user=yrJTyHIAAAAJ,Castell-Intermountain Health Company,,"c(""network (graph) analysis"", ""data science"", ""machine learning"", ""business analytics"")",2018,7,6,1,0,74.25,Top 26%,42.67,Top 57%,51.58,Top 48%
7263,veovhLAAAAAJ,Umaporn Chaisoong,https://scholar.google.com/citations?hl=en&user=veovhLAAAAAJ,Lecturer of Rajamangala University of Technology Isan,Verified email at rmuti.ac.th,"c(""Machine Learning"", ""Data Science"", ""Question Answering System"", ""Information Retrieval"", ""Community-base Tourism etc."")",2020,3,6,2,0,49.22,Top 51%,42.67,Top 57%,70.49,Top 30%
7264,-7i4oX0AAAAJ,Samat Sagyndykov,https://scholar.google.com/citations?hl=en&user=-7i4oX0AAAAJ,Narxoz University,Verified email at narxoz.kz,Data Science,2020,2,6,1,0,38.05,Top 62%,42.67,Top 57%,51.58,Top 48%
7265,WkUmP-kAAAAJ,Jayant Singh,https://scholar.google.com/citations?hl=en&user=WkUmP-kAAAAJ,Data Scientist at Sigmoid,,"c(""Deep Learning"", ""Data Structure"", ""Algorithm"", ""Data Science"")",2020,1,6,1,0,22.01,Top 78%,42.67,Top 57%,51.58,Top 48%
